date,ccaa,pcr,pcr_ia_14
2020-04-01,Baleares,1204,NA
2020-04-01,Canarias,1444,NA
2020-04-01,Cantabria,1268,NA
2020-04-01,C. La Mancha,7682,NA
2020-04-01,C. León,7355,NA
2020-04-01,Cataluña,21804,NA
2020-04-01,Ceuta,55,NA
2020-04-01,C. Valenciana,6308,NA
2020-04-01,Extremadura,1837,NA
2020-04-01,Galicia,4842,NA
2020-04-01,Madrid,41199,NA
2020-04-01,Melilla,62,NA
2020-04-01,Murcia,1084,NA
2020-04-01,Navarra,2682,NA
2020-04-01,País Vasco,7317,NA
2020-04-01,La Rioja,2083,NA
2020-04-02,Andalucía,7353,NA
2020-04-02,Aragón,2889,NA
2020-04-02,Asturias,1504,NA
2020-04-02,Baleares,1257,NA
2020-04-02,Canarias,1490,NA
2020-04-02,Cantabria,1321,NA
2020-04-02,C. La Mancha,8523,NA
2020-04-02,C. León,7875,NA
2020-04-02,Cataluña,23460,NA
2020-04-02,Ceuta,62,NA
2020-04-02,C. Valenciana,6624,NA
2020-04-02,Extremadura,1893,NA
2020-04-02,Galicia,5219,NA
2020-04-02,Madrid,43038,NA
2020-04-02,Melilla,70,NA
2020-04-02,Murcia,1145,NA
2020-04-02,Navarra,2836,NA
2020-04-02,País Vasco,7827,NA
2020-04-02,La Rioja,2224,NA
2020-04-03,Andalucía,7847,NA
2020-04-03,Aragón,3078,NA
2020-04-03,Asturias,1573,NA
2020-04-03,Baleares,1271,NA
2020-04-03,Canarias,1564,NA
2020-04-03,Cantabria,1384,NA
2020-04-03,C. La Mancha,9324,NA
2020-04-03,C. León,8332,NA
2020-04-03,Cataluña,24734,NA
2020-04-03,Ceuta,73,NA
2020-04-03,C. Valenciana,6901,NA
2020-04-03,Extremadura,1979,NA
2020-04-03,Galicia,5625,NA
2020-04-03,Madrid,44779,NA
2020-04-03,Melilla,79,NA
2020-04-03,Murcia,1188,NA
2020-04-03,Navarra,2972,NA
2020-04-03,País Vasco,8187,NA
2020-04-03,La Rioja,2405,NA
2020-04-04,Andalucía,8279,NA
2020-04-04,Aragón,3232,NA
2020-04-04,Asturias,1627,NA
2020-04-04,Baleares,1293,NA
2020-04-04,Canarias,1622,NA
2020-04-04,Cantabria,1441,NA
2020-04-04,C. La Mancha,10031,NA
2020-04-04,C. León,8749,NA
2020-04-04,Cataluña,26032,NA
2020-04-04,Ceuta,83,NA
2020-04-04,C. Valenciana,7184,NA
2020-04-04,Extremadura,2047,NA
2020-04-04,Galicia,5944,NA
2020-04-04,Madrid,45671,NA
2020-04-04,Melilla,83,NA
2020-04-04,Murcia,1235,NA
2020-04-04,Navarra,3073,NA
2020-04-04,País Vasco,8628,NA
2020-04-04,La Rioja,2592,NA
2020-04-05,Andalucía,8559,NA
2020-04-05,Aragón,3347,NA
2020-04-05,Asturias,1681,NA
2020-04-05,Baleares,1320,NA
2020-04-05,Canarias,1649,NA
2020-04-05,Cantabria,1483,NA
2020-04-05,C. La Mancha,10602,NA
2020-04-05,C. León,9116,NA
2020-04-05,Cataluña,26824,NA
2020-04-05,Ceuta,83,NA
2020-04-05,C. Valenciana,7334,NA
2020-04-05,Extremadura,2068,NA
2020-04-05,Galicia,6151,NA
2020-04-05,Madrid,46197,NA
2020-04-05,Melilla,86,NA
2020-04-05,Murcia,1259,NA
2020-04-05,Navarra,3231,NA
2020-04-05,País Vasco,8810,NA
2020-04-05,La Rioja,2719,NA
2020-04-06,Andalucía,8743,NA
2020-04-06,Aragón,3449,NA
2020-04-06,Asturias,1702,NA
2020-04-06,Baleares,1369,NA
2020-04-06,Canarias,1725,NA
2020-04-06,Cantabria,1501,NA
2020-04-06,C. La Mancha,11077,NA
2020-04-06,C. León,9581,NA
2020-04-06,Cataluña,28323,NA
2020-04-06,Ceuta,83,NA
2020-04-06,C. Valenciana,7443,NA
2020-04-06,Extremadura,2116,NA
2020-04-06,Galicia,6331,NA
2020-04-06,Madrid,47763,NA
2020-04-06,Melilla,92,NA
2020-04-06,Murcia,1259,NA
2020-04-06,Navarra,3355,NA
2020-04-06,País Vasco,8974,NA
2020-04-06,La Rioja,2846,NA
2020-04-07,Andalucía,8973,NA
2020-04-07,Aragón,3549,NA
2020-04-07,Asturias,1729,NA
2020-04-07,Baleares,1412,NA
2020-04-07,Canarias,1762,NA
2020-04-07,Cantabria,1572,NA
2020-04-07,C. La Mancha,11788,NA
2020-04-07,C. León,10058,NA
2020-04-07,Cataluña,29647,NA
2020-04-07,Ceuta,84,NA
2020-04-07,C. Valenciana,7655,NA
2020-04-07,Extremadura,2184,NA
2020-04-07,Galicia,6538,NA
2020-04-07,Madrid,49160,NA
2020-04-07,Melilla,93,NA
2020-04-07,Murcia,1297,NA
2020-04-07,Navarra,3467,NA
2020-04-07,País Vasco,9392,NA
2020-04-07,La Rioja,2951,NA
2020-04-08,Andalucía,9234,NA
2020-04-08,Aragón,3685,NA
2020-04-08,Asturias,1774,NA
2020-04-08,Baleares,1448,NA
2020-04-08,Canarias,1834,NA
2020-04-08,Cantabria,1619,NA
2020-04-08,C. La Mancha,12489,NA
2020-04-08,C. León,10518,NA
2020-04-08,Cataluña,31043,NA
2020-04-08,Ceuta,84,NA
2020-04-08,C. Valenciana,7964,NA
2020-04-08,Extremadura,2273,NA
2020-04-08,Galicia,6758,NA
2020-04-08,Madrid,50580,NA
2020-04-08,Melilla,93,NA
2020-04-08,Murcia,1322,NA
2020-04-08,Navarra,3575,NA
2020-04-08,País Vasco,9740,NA
2020-04-08,La Rioja,3026,NA
2020-04-09,Andalucía,9482,NA
2020-04-09,Aragón,3831,NA
2020-04-09,Asturias,1822,NA
2020-04-09,Baleares,1488,NA
2020-04-09,Canarias,1858,NA
2020-04-09,Cantabria,1659,NA
2020-04-09,C. La Mancha,13063,NA
2020-04-09,C. León,11102,NA
2020-04-09,Cataluña,31824,NA
2020-04-09,Ceuta,91,NA
2020-04-09,C. Valenciana,8331,NA
2020-04-09,Extremadura,2332,NA
2020-04-09,Galicia,6946,NA
2020-04-09,Madrid,51535,NA
2020-04-09,Melilla,95,NA
2020-04-09,Murcia,1338,NA
2020-04-09,Navarra,3748,NA
2020-04-09,País Vasco,9992,NA
2020-04-09,La Rioja,3076,NA
2020-04-10,Andalucía,9682,NA
2020-04-10,Aragón,3969,NA
2020-04-10,Asturias,1865,NA
2020-04-10,Baleares,1507,NA
2020-04-10,Canarias,1887,NA
2020-04-10,Cantabria,1719,NA
2020-04-10,C. La Mancha,13456,NA
2020-04-10,C. León,11543,NA
2020-04-10,Cataluña,32984,NA
2020-04-10,Ceuta,93,NA
2020-04-10,C. Valenciana,8578,NA
2020-04-10,Extremadura,2486,NA
2020-04-10,Galicia,7176,NA
2020-04-10,Madrid,52400,NA
2020-04-10,Melilla,98,NA
2020-04-10,Murcia,1371,NA
2020-04-10,Navarra,3817,NA
2020-04-10,País Vasco,10313,NA
2020-04-10,La Rioja,3223,NA
2020-04-11,Andalucía,9976,NA
2020-04-11,Aragón,4070,NA
2020-04-11,Asturias,1949,NA
2020-04-11,Baleares,1534,NA
2020-04-11,Canarias,1918,NA
2020-04-11,Cantabria,1752,NA
2020-04-11,C. La Mancha,13698,NA
2020-04-11,C. León,12118,NA
2020-04-11,Cataluña,34027,NA
2020-04-11,Ceuta,93,NA
2020-04-11,C. Valenciana,8841,NA
2020-04-11,Extremadura,2580,NA
2020-04-11,Galicia,7336,NA
2020-04-11,Madrid,52944,NA
2020-04-11,Melilla,98,NA
2020-04-11,Murcia,1380,NA
2020-04-11,Navarra,3969,NA
2020-04-11,País Vasco,10514,NA
2020-04-11,La Rioja,3279,NA
2020-04-12,Andalucía,10062,NA
2020-04-12,Aragón,4187,NA
2020-04-12,Asturias,2001,NA
2020-04-12,Baleares,1550,NA
2020-04-12,Canarias,1944,NA
2020-04-12,Cantabria,1777,NA
2020-04-12,C. La Mancha,14054,NA
2020-04-12,C. León,12628,NA
2020-04-12,Cataluña,34726,NA
2020-04-12,Ceuta,95,NA
2020-04-12,C. Valenciana,9060,NA
2020-04-12,Extremadura,2658,NA
2020-04-12,Galicia,7494,NA
2020-04-12,Madrid,53285,NA
2020-04-12,Melilla,101,NA
2020-04-12,Murcia,1387,NA
2020-04-12,Navarra,4092,NA
2020-04-12,País Vasco,10674,NA
2020-04-12,La Rioja,3358,NA
2020-04-13,Andalucía,10169,NA
2020-04-13,Aragón,4245,NA
2020-04-13,Asturias,2030,NA
2020-04-13,Baleares,1571,NA
2020-04-13,Canarias,1958,NA
2020-04-13,Cantabria,1796,NA
2020-04-13,C. La Mancha,14329,NA
2020-04-13,C. León,13180,NA
2020-04-13,Cataluña,35197,NA
2020-04-13,Ceuta,96,NA
2020-04-13,C. Valenciana,9213,NA
2020-04-13,Extremadura,2684,NA
2020-04-13,Galicia,7597,NA
2020-04-13,Madrid,54287,NA
2020-04-13,Melilla,101,NA
2020-04-13,Murcia,1393,NA
2020-04-13,Navarra,4150,NA
2020-04-13,País Vasco,10845,NA
2020-04-13,La Rioja,3420,NA
2020-04-14,Andalucía,10392,NA
2020-04-14,Aragón,4338,NA
2020-04-14,Asturias,2089,NA
2020-04-14,Baleares,1605,NA
2020-04-14,Canarias,1975,NA
2020-04-14,Cantabria,1823,NA
2020-04-14,C. La Mancha,14680,NA
2020-04-14,C. León,13697,NA
2020-04-14,Cataluña,36505,NA
2020-04-14,Ceuta,98,NA
2020-04-14,C. Valenciana,9424,NA
2020-04-14,Extremadura,2762,NA
2020-04-14,Galicia,7708,NA
2020-04-14,Madrid,55398,NA
2020-04-14,Melilla,102,NA
2020-04-14,Murcia,1400,NA
2020-04-14,Navarra,4246,NA
2020-04-14,País Vasco,11014,NA
2020-04-14,La Rioja,3457,NA
2020-04-15,Andalucía,10557,NA
2020-04-15,Aragón,4411,NA
2020-04-15,Asturias,2110,NA
2020-04-15,Baleares,1636,NA
2020-04-15,Canarias,1988,NA
2020-04-15,Cantabria,1845,NA
2020-04-15,C. La Mancha,15151,NA
2020-04-15,C. León,14380,NA
2020-04-15,Cataluña,37354,NA
2020-04-15,Ceuta,98,NA
2020-04-15,C. Valenciana,9615,NA
2020-04-15,Extremadura,2581,NA
2020-04-15,Galicia,7873,NA
2020-04-15,Madrid,56304,NA
2020-04-15,Melilla,103,NA
2020-04-15,Murcia,1416,NA
2020-04-15,Navarra,4348,NA
2020-04-15,País Vasco,11203,NA
2020-04-15,La Rioja,3539,NA
2020-04-16,Andalucía,10635,NA
2020-04-16,Aragón,4489,NA
2020-04-16,Asturias,2163,NA
2020-04-16,Baleares,1667,NA
2020-04-16,Canarias,2009,NA
2020-04-16,Cantabria,1884,NA
2020-04-16,C. La Mancha,15997,NA
2020-04-16,C. León,14903,NA
2020-04-16,Cataluña,38316,NA
2020-04-16,Ceuta,98,NA
2020-04-16,C. Valenciana,9486,NA
2020-04-16,Extremadura,2656,NA
2020-04-16,Galicia,8013,NA
2020-04-16,Madrid,57157,NA
2020-04-16,Melilla,104,NA
2020-04-16,Murcia,1424,NA
2020-04-16,Navarra,4433,NA
2020-04-16,País Vasco,11403,NA
2020-04-16,La Rioja,3547,NA
2020-04-17,Andalucía,10734,NA
2020-04-17,Aragón,4551,NA
2020-04-17,Asturias,2186,NA
2020-04-17,Baleares,1723,NA
2020-04-17,Canarias,2035,NA
2020-04-17,Cantabria,1990,NA
2020-04-17,C. La Mancha,16349,NA
2020-04-17,C. León,15293,NA
2020-04-17,Cataluña,39943,NA
2020-04-17,Ceuta,100,NA
2020-04-17,C. Valenciana,9584,NA
2020-04-17,Extremadura,2663,NA
2020-04-17,Galicia,8084,NA
2020-04-17,Madrid,57978,NA
2020-04-17,Melilla,104,NA
2020-04-17,Murcia,1430,NA
2020-04-17,Navarra,4349,NA
2020-04-17,País Vasco,11553,NA
2020-04-17,La Rioja,3583,NA
2020-04-18,Andalucía,10898,NA
2020-04-18,Aragón,4608,NA
2020-04-18,Asturias,2203,NA
2020-04-18,Baleares,1739,NA
2020-04-18,Canarias,2047,NA
2020-04-18,Cantabria,1949,NA
2020-04-18,C. La Mancha,14588,NA
2020-04-18,C. León,14644,NA
2020-04-18,Cataluña,40448,NA
2020-04-18,Ceuta,100,NA
2020-04-18,C. Valenciana,9657,NA
2020-04-18,Extremadura,2673,NA
2020-04-18,Galicia,8185,NA
2020-04-18,Madrid,58466,NA
2020-04-18,Melilla,104,NA
2020-04-18,Murcia,1438,NA
2020-04-18,Navarra,4413,NA
2020-04-18,País Vasco,11731,NA
2020-04-18,La Rioja,3636,NA
2020-04-19,Andalucía,10991,NA
2020-04-19,Aragón,4654,NA
2020-04-19,Asturias,2213,NA
2020-04-19,Baleares,1748,NA
2020-04-19,Canarias,2067,NA
2020-04-19,Cantabria,1973,NA
2020-04-19,C. La Mancha,14725,NA
2020-04-19,C. León,14781,NA
2020-04-19,Cataluña,41676,NA
2020-04-19,Ceuta,100,NA
2020-04-19,C. Valenciana,9708,NA
2020-04-19,Extremadura,2692,NA
2020-04-19,Galicia,8299,NA
2020-04-19,Madrid,58673,NA
2020-04-19,Melilla,104,NA
2020-04-19,Murcia,1440,NA
2020-04-19,Navarra,4449,NA
2020-04-19,País Vasco,11789,NA
2020-04-19,La Rioja,3664,NA
2020-04-20,Andalucía,11095,NA
2020-04-20,Aragón,4684,NA
2020-04-20,Asturias,2220,NA
2020-04-20,Baleares,1766,NA
2020-04-20,Canarias,2085,NA
2020-04-20,Cantabria,1998,NA
2020-04-20,C. La Mancha,14936,NA
2020-04-20,C. León,14951,NA
2020-04-20,Cataluña,43112,NA
2020-04-20,Ceuta,100,NA
2020-04-20,C. Valenciana,9750,NA
2020-04-20,Extremadura,2692,NA
2020-04-20,Galicia,8468,NA
2020-04-20,Madrid,59300,NA
2020-04-20,Melilla,105,NA
2020-04-20,Murcia,1445,NA
2020-04-20,Navarra,4475,NA
2020-04-20,País Vasco,11843,NA
2020-04-20,La Rioja,3684,NA
2020-04-21,Andalucía,11225,NA
2020-04-21,Aragón,4761,NA
2020-04-21,Asturias,2230,NA
2020-04-21,Baleares,1786,NA
2020-04-21,Canarias,2094,NA
2020-04-21,Cantabria,2012,NA
2020-04-21,C. La Mancha,15053,NA
2020-04-21,C. León,15141,NA
2020-04-21,Cataluña,43802,NA
2020-04-21,Ceuta,100,NA
2020-04-21,C. Valenciana,9825,NA
2020-04-21,Extremadura,2692,NA
2020-04-21,Galicia,8634,NA
2020-04-21,Madrid,59950,NA
2020-04-21,Melilla,105,NA
2020-04-21,Murcia,1455,NA
2020-04-21,Navarra,4531,NA
2020-04-21,País Vasco,11974,NA
2020-04-21,La Rioja,3704,NA
2020-04-22,Andalucía,11358,NA
2020-04-22,Aragón,4833,NA
2020-04-22,Asturias,2241,NA
2020-04-22,Baleares,1805,NA
2020-04-22,Canarias,2113,NA
2020-04-22,Cantabria,2023,NA
2020-04-22,C. La Mancha,15128,NA
2020-04-22,C. León,15510,NA
2020-04-22,Cataluña,44892,NA
2020-04-22,Ceuta,100,NA
2020-04-22,C. Valenciana,9869,NA
2020-04-22,Extremadura,2715,NA
2020-04-22,Galicia,8805,NA
2020-04-22,Madrid,60657,NA
2020-04-22,Melilla,106,NA
2020-04-22,Murcia,1460,NA
2020-04-22,Navarra,4577,NA
2020-04-22,País Vasco,12094,NA
2020-04-22,La Rioja,3741,NA
2020-04-23,Andalucía,11486,NA
2020-04-23,Aragón,4867,NA
2020-04-23,Asturias,2245,NA
2020-04-23,Baleares,1819,NA
2020-04-23,Canarias,2140,NA
2020-04-23,Cantabria,2055,NA
2020-04-23,C. La Mancha,15365,NA
2020-04-23,C. León,15692,NA
2020-04-23,Cataluña,45544,NA
2020-04-23,Ceuta,100,NA
2020-04-23,C. Valenciana,9939,NA
2020-04-23,Extremadura,2718,NA
2020-04-23,Galicia,8932,NA
2020-04-23,Madrid,61099,NA
2020-04-23,Melilla,107,NA
2020-04-23,Murcia,1468,NA
2020-04-23,Navarra,4581,NA
2020-04-23,País Vasco,12204,NA
2020-04-23,La Rioja,3790,NA
2020-04-24,Andalucía,11645,NA
2020-04-24,Aragón,4922,NA
2020-04-24,Asturias,2249,NA
2020-04-24,Baleares,1845,NA
2020-04-24,Canarias,2155,NA
2020-04-24,Cantabria,2071,NA
2020-04-24,C. La Mancha,15509,NA
2020-04-24,C. León,15990,NA
2020-04-24,Cataluña,46261,NA
2020-04-24,Ceuta,100,NA
2020-04-24,C. Valenciana,10066,NA
2020-04-24,Extremadura,2718,NA
2020-04-24,Galicia,9116,NA
2020-04-24,Madrid,61619,NA
2020-04-24,Melilla,108,NA
2020-04-24,Murcia,1468,NA
2020-04-24,Navarra,4627,NA
2020-04-24,País Vasco,12366,NA
2020-04-24,La Rioja,3821,NA
2020-04-25,Andalucía,11712,NA
2020-04-25,Aragón,4955,NA
2020-04-25,Asturias,2261,NA
2020-04-25,Baleares,1852,NA
2020-04-25,Canarias,2167,NA
2020-04-25,Cantabria,2083,NA
2020-04-25,C. La Mancha,15609,NA
2020-04-25,C. León,16222,NA
2020-04-25,Cataluña,46811,NA
2020-04-25,Ceuta,100,NA
2020-04-25,C. Valenciana,10160,NA
2020-04-25,Extremadura,2736,NA
2020-04-25,Galicia,9176,NA
2020-04-25,Madrid,61855,NA
2020-04-25,Melilla,110,NA
2020-04-25,Murcia,1474,NA
2020-04-25,Navarra,4712,NA
2020-04-25,País Vasco,12455,NA
2020-04-25,La Rioja,3861,NA
2020-04-26,Andalucía,11787,NA
2020-04-26,Aragón,4985,NA
2020-04-26,Asturias,2263,NA
2020-04-26,Baleares,1857,NA
2020-04-26,Canarias,2178,NA
2020-04-26,Cantabria,2104,NA
2020-04-26,C. La Mancha,15664,NA
2020-04-26,C. León,16404,NA
2020-04-26,Cataluña,47755,NA
2020-04-26,Ceuta,100,NA
2020-04-26,C. Valenciana,10180,NA
2020-04-26,Extremadura,2749,NA
2020-04-26,Galicia,9238,NA
2020-04-26,Madrid,61985,NA
2020-04-26,Melilla,110,NA
2020-04-26,Murcia,1474,NA
2020-04-26,Navarra,4733,NA
2020-04-26,País Vasco,12513,NA
2020-04-26,La Rioja,3892,NA
2020-04-27,Andalucía,11836,NA
2020-04-27,Aragón,5004,NA
2020-04-27,Asturias,2269,NA
2020-04-27,Baleares,1868,NA
2020-04-27,Canarias,2187,NA
2020-04-27,Cantabria,2115,NA
2020-04-27,C. La Mancha,15706,NA
2020-04-27,C. León,16589,NA
2020-04-27,Cataluña,48158,NA
2020-04-27,Ceuta,100,NA
2020-04-27,C. Valenciana,10204,NA
2020-04-27,Extremadura,2751,NA
2020-04-27,Galicia,9328,NA
2020-04-27,Madrid,62579,NA
2020-04-27,Melilla,114,NA
2020-04-27,Murcia,1475,NA
2020-04-27,Navarra,4759,NA
2020-04-27,País Vasco,12564,NA
2020-04-27,La Rioja,3897,NA
2020-04-28,Andalucía,11917,NA
2020-04-28,Aragón,5042,NA
2020-04-28,Asturias,2284,NA
2020-04-28,Baleares,1877,NA
2020-04-28,Canarias,2202,NA
2020-04-28,Cantabria,2146,NA
2020-04-28,C. La Mancha,15785,NA
2020-04-28,C. León,16690,NA
2020-04-28,Cataluña,48654,NA
2020-04-28,Ceuta,101,NA
2020-04-28,C. Valenciana,10236,NA
2020-04-28,Extremadura,2764,NA
2020-04-28,Galicia,8693,NA
2020-04-28,Madrid,63079,NA
2020-04-28,Melilla,114,NA
2020-04-28,Murcia,1480,NA
2020-04-28,Navarra,4794,NA
2020-04-28,País Vasco,12619,NA
2020-04-28,La Rioja,3910,NA
2020-04-29,Andalucía,11949,NA
2020-04-29,Aragón,5091,NA
2020-04-29,Asturias,2295,NA
2020-04-29,Baleares,1881,NA
2020-04-29,Canarias,2205,NA
2020-04-29,Cantabria,2173,NA
2020-04-29,C. La Mancha,15832,NA
2020-04-29,C. León,16885,NA
2020-04-29,Cataluña,48916,NA
2020-04-29,Ceuta,101,NA
2020-04-29,C. Valenciana,10331,NA
2020-04-29,Extremadura,2785,NA
2020-04-29,Galicia,8731,NA
2020-04-29,Madrid,63454,NA
2020-04-29,Melilla,114,NA
2020-04-29,Murcia,1486,NA
2020-04-29,Navarra,4815,NA
2020-04-29,País Vasco,12701,NA
2020-04-29,La Rioja,3918,NA
2020-04-30,Andalucía,12061,NA
2020-04-30,Aragón,5116,NA
2020-04-30,Asturias,2310,NA
2020-04-30,Baleares,1892,NA
2020-04-30,Canarias,2206,NA
2020-04-30,Cantabria,2184,NA
2020-04-30,C. La Mancha,15910,NA
2020-04-30,C. León,16993,NA
2020-04-30,Cataluña,49307,NA
2020-04-30,Ceuta,101,NA
2020-04-30,C. Valenciana,10347,NA
2020-04-30,Extremadura,2811,NA
2020-04-30,Galicia,8769,NA
2020-04-30,Madrid,63747,NA
2020-04-30,Melilla,115,NA
2020-04-30,Murcia,1488,NA
2020-04-30,Navarra,4848,NA
2020-04-30,País Vasco,12824,NA
2020-04-30,La Rioja,3936,NA
2020-05-01,Andalucía,12105,NA
2020-05-01,Aragón,5136,NA
2020-05-01,Asturias,2311,NA
2020-05-01,Baleares,1898,NA
2020-05-01,Canarias,2212,NA
2020-05-01,Cantabria,2201,NA
2020-05-01,C. La Mancha,15967,NA
2020-05-01,C. León,17165,NA
2020-05-01,Cataluña,49850,NA
2020-05-01,Ceuta,101,NA
2020-05-01,C. Valenciana,10552,NA
2020-05-01,Extremadura,2824,NA
2020-05-01,Galicia,8804,NA
2020-05-01,Madrid,63928,NA
2020-05-01,Melilla,115,NA
2020-05-01,Murcia,1491,NA
2020-05-01,Navarra,4888,NA
2020-05-01,País Vasco,12899,NA
2020-05-01,La Rioja,3947,NA
2020-05-02,Andalucía,12139,NA
2020-05-02,Aragón,5164,NA
2020-05-02,Asturias,2313,NA
2020-05-02,Baleares,1904,NA
2020-05-02,Canarias,2221,NA
2020-05-02,Cantabria,2205,NA
2020-05-02,C. La Mancha,16017,NA
2020-05-02,C. León,17283,NA
2020-05-02,Cataluña,50234,NA
2020-05-02,Ceuta,101,NA
2020-05-02,C. Valenciana,10563,NA
2020-05-02,Extremadura,2844,NA
2020-05-02,Galicia,8837,NA
2020-05-02,Madrid,64045,NA
2020-05-02,Melilla,117,NA
2020-05-02,Murcia,1492,NA
2020-05-02,Navarra,4902,NA
2020-05-02,País Vasco,12944,NA
2020-05-02,La Rioja,3952,NA
2020-05-03,Andalucía,12156,NA
2020-05-03,Aragón,5188,NA
2020-05-03,Asturias,2315,NA
2020-05-03,Baleares,1904,NA
2020-05-03,Canarias,2225,NA
2020-05-03,Cantabria,2206,NA
2020-05-03,C. La Mancha,16050,NA
2020-05-03,C. León,17334,NA
2020-05-03,Cataluña,50366,NA
2020-05-03,Ceuta,101,NA
2020-05-03,C. Valenciana,10575,NA
2020-05-03,Extremadura,2849,NA
2020-05-03,Galicia,8859,NA
2020-05-03,Madrid,64157,NA
2020-05-03,Melilla,119,NA
2020-05-03,Murcia,1492,NA
2020-05-03,Navarra,4918,NA
2020-05-03,País Vasco,12956,NA
2020-05-03,La Rioja,3961,NA
2020-05-04,Andalucía,12167,NA
2020-05-04,Aragón,5207,NA
2020-05-04,Asturias,2316,NA
2020-05-04,Baleares,1906,NA
2020-05-04,Canarias,2231,NA
2020-05-04,Cantabria,2207,NA
2020-05-04,C. La Mancha,16080,NA
2020-05-04,C. León,17429,NA
2020-05-04,Cataluña,50771,NA
2020-05-04,Ceuta,101,NA
2020-05-04,C. Valenciana,10617,NA
2020-05-04,Extremadura,2852,NA
2020-05-04,Galicia,8881,NA
2020-05-04,Madrid,64489,NA
2020-05-04,Melilla,119,NA
2020-05-04,Murcia,1496,NA
2020-05-04,Navarra,4936,NA
2020-05-04,País Vasco,12987,NA
2020-05-04,La Rioja,3967,NA
2020-05-05,Andalucía,12190,NA
2020-05-05,Aragón,5231,NA
2020-05-05,Asturias,2322,NA
2020-05-05,Baleares,1917,NA
2020-05-05,Canarias,2231,NA
2020-05-05,Cantabria,2213,NA
2020-05-05,C. La Mancha,16144,NA
2020-05-05,C. León,17520,NA
2020-05-05,Cataluña,50924,NA
2020-05-05,Ceuta,109,NA
2020-05-05,C. Valenciana,10659,NA
2020-05-05,Extremadura,2865,NA
2020-05-05,Galicia,8901,NA
2020-05-05,Madrid,64820,NA
2020-05-05,Melilla,119,NA
2020-05-05,Murcia,1498,NA
2020-05-05,Navarra,4966,NA
2020-05-05,País Vasco,13021,NA
2020-05-05,La Rioja,3980,NA
2020-05-06,Andalucía,12222,NA
2020-05-06,Aragón,5258,NA
2020-05-06,Asturias,2330,NA
2020-05-06,Baleares,1925,NA
2020-05-06,Canarias,2235,NA
2020-05-06,Cantabria,2220,NA
2020-05-06,C. La Mancha,16184,NA
2020-05-06,C. León,17625,NA
2020-05-06,Cataluña,51190,NA
2020-05-06,Ceuta,109,NA
2020-05-06,C. Valenciana,10694,NA
2020-05-06,Extremadura,2877,NA
2020-05-06,Galicia,8919,NA
2020-05-06,Madrid,65093,NA
2020-05-06,Melilla,119,NA
2020-05-06,Murcia,1501,NA
2020-05-06,Navarra,4983,NA
2020-05-06,País Vasco,13054,NA
2020-05-06,La Rioja,3986,NA
2020-05-07,Andalucía,12239,NA
2020-05-07,Aragón,5274,NA
2020-05-07,Asturias,2338,NA
2020-05-07,Baleares,1931,NA
2020-05-07,Canarias,2240,NA
2020-05-07,Cantabria,2232,NA
2020-05-07,C. La Mancha,16237,NA
2020-05-07,C. León,17716,NA
2020-05-07,Cataluña,51733,NA
2020-05-07,Ceuta,109,NA
2020-05-07,C. Valenciana,10725,NA
2020-05-07,Extremadura,2900,NA
2020-05-07,Galicia,8952,NA
2020-05-07,Madrid,65333,NA
2020-05-07,Melilla,119,NA
2020-05-07,Murcia,1504,NA
2020-05-07,Navarra,5006,NA
2020-05-07,País Vasco,13104,NA
2020-05-07,La Rioja,3992,NA
2020-05-08,Andalucía,12250,NA
2020-05-08,Aragón,5291,NA
2020-05-08,Asturias,2344,NA
2020-05-08,Baleares,1940,NA
2020-05-08,Canarias,2250,NA
2020-05-08,Cantabria,2241,NA
2020-05-08,C. La Mancha,16278,NA
2020-05-08,C. León,17822,NA
2020-05-08,Cataluña,51935,NA
2020-05-08,Ceuta,110,NA
2020-05-08,C. Valenciana,10760,NA
2020-05-08,Extremadura,2907,NA
2020-05-08,Galicia,8964,NA
2020-05-08,Madrid,65555,NA
2020-05-08,Melilla,119,NA
2020-05-08,Murcia,1506,NA
2020-05-08,Navarra,5039,NA
2020-05-08,País Vasco,13161,NA
2020-05-08,La Rioja,4000,NA
2020-05-09,Andalucía,12267,NA
2020-05-09,Aragón,5316,NA
2020-05-09,Asturias,2346,NA
2020-05-09,Baleares,1946,NA
2020-05-09,Canarias,2258,NA
2020-05-09,Cantabria,2244,NA
2020-05-09,C. La Mancha,16343,NA
2020-05-09,C. León,17952,NA
2020-05-09,Cataluña,52162,NA
2020-05-09,Ceuta,110,NA
2020-05-09,C. Valenciana,10770,NA
2020-05-09,Extremadura,2912,NA
2020-05-09,Galicia,8981,NA
2020-05-09,Madrid,65641,NA
2020-05-09,Melilla,119,NA
2020-05-09,Murcia,1508,NA
2020-05-09,Navarra,5052,NA
2020-05-09,País Vasco,13193,NA
2020-05-09,La Rioja,4008,NA
2020-05-10,Andalucía,12285,NA
2020-05-10,Aragón,5336,NA
2020-05-10,Asturias,2350,NA
2020-05-10,Baleares,1949,NA
2020-05-10,Canarias,2260,NA
2020-05-10,Cantabria,2245,NA
2020-05-10,C. La Mancha,16387,NA
2020-05-10,C. León,17995,NA
2020-05-10,Cataluña,54807,NA
2020-05-10,Ceuta,110,NA
2020-05-10,C. Valenciana,10776,NA
2020-05-10,Extremadura,2918,NA
2020-05-10,Galicia,8999,NA
2020-05-10,Madrid,65693,NA
2020-05-10,Melilla,119,NA
2020-05-10,Murcia,1517,NA
